Date,Subscriber count
2020-11-29,261000.0
2020-11-30,263000.0
2020-12-01,264000.0
2020-12-02,265000.0
2020-12-03,267000.0
2020-12-04,268000.0
2020-12-05,270000.0
2020-12-06,271000.0
2020-12-07,272000.0
2020-12-08,274000.0
2020-12-09,275000.0
2020-12-10,276000.0
2020-12-11,278000.0
2020-12-12,279000.0
2020-12-13,280000.0
2020-12-14,282000.0
2020-12-15,283000.0
2020-12-16,285000.0
2020-12-17,286000.0
2020-12-18,287000.0
2020-12-19,289000.0
2020-12-20,290000.0
2020-12-21,291000.0
2020-12-22,293000.0
2020-12-23,294000.0
2020-12-24,295000.0
2020-12-25,297000.0
2020-12-26,298000.0
2020-12-27,299000.0
2020-12-28,301000.0
2020-12-29,302000.0
2020-12-30,304000.0
2020-12-31,305000.0
2021-01-01,306000.0
2021-01-02,308000.0
2021-01-03,309000.0
2021-01-04,310000.0
2021-01-05,312000.0
2021-01-06,313000.0
2021-01-07,314000.0
2021-01-08,316000.0
2021-01-09,317000.0
2021-01-10,319000.0
2021-01-11,320000.0
2021-01-12,321000.0
2021-01-13,323000.0
2021-01-14,324000.0
2021-01-15,325000.0
2021-01-16,327000.0
2021-01-17,328000.0
2021-01-18,329000.0
2021-01-19,331000.0
2021-01-20,332000.0
2021-01-21,333000.0
2021-01-22,335000.0
2021-01-23,336000.0
2021-01-24,338000.0
2021-01-25,339000.0
2021-01-26,340000.0
2021-01-27,342000.0
2021-01-28,343000.0
2021-01-29,344000.0
2021-01-30,346000.0
2021-01-31,347000.0
2021-02-01,348000.0
2021-02-02,350000.0
2021-02-03,351000.0
2021-02-04,353000.0
2021-02-05,354000.0
2021-02-06,355000.0
2021-02-07,357000.0
2021-02-08,358000.0
2021-02-09,359000.0
2021-02-10,361000.0
2021-02-11,362000.0
2021-02-12,363000.0
2021-02-13,365000.0
2021-02-14,366000.0
2021-02-15,367000.0
2021-02-16,369000.0
2021-02-17,370000.0
2021-02-18,372000.0
2021-02-19,373000.0
2021-02-20,374000.0
2021-02-21,376000.0
2021-02-22,377000.0
2021-02-23,378000.0
2021-02-24,380000.0
2021-02-25,381000.0
2021-02-26,382000.0
2021-02-27,384000.0
2021-02-28,385000.0
2021-03-01,387000.0
2021-03-02,388000.0
2021-03-03,389000.0
2021-03-04,391000.0
2021-03-05,392000.0
2021-03-06,393000.0
2021-03-07,395000.0
2021-03-08,396000.0
2021-03-09,397000.0
2021-03-10,399000.0
2021-03-11,402000.0
