Date,Subscriber count
2020-08-15,247000.0
2020-08-16,251000.0
2020-08-17,252000.0
2020-08-18,253000.0
2020-08-19,255000.0
2020-08-20,256000.0
2020-08-21,257000.0
2020-08-22,259000.0
2020-08-23,260000.0
2020-08-24,261000.0
2020-08-25,263000.0
2020-08-26,264000.0
2020-08-27,265000.0
2020-08-28,267000.0
2020-08-29,268000.0
2020-08-30,269000.0
2020-08-31,271000.0
2020-09-01,272000.0
2020-09-02,273000.0
2020-09-03,275000.0
2020-09-04,276000.0
2020-09-05,277000.0
2020-09-06,279000.0
2020-09-07,280000.0
2020-09-08,281000.0
2020-09-09,283000.0
2020-09-10,284000.0
2020-09-11,285000.0
2020-09-12,287000.0
2020-09-13,288000.0
2020-09-14,289000.0
2020-09-15,291000.0
2020-09-16,292000.0
